job_title,skills
Client Services Specialist,"communication, interpersonal, presentation"
"Client Services Specialist, Remote - San Francisco",automation
Client Servicing Associate,"collaboration, communication, interpersonal, problem-solving"
Client Success,"communication, interpersonal"
Client Success Executive,collaboration
Client Success Manager I,"communication, leadership, problem-solving"
Client Success Onboarding Representative,communication
"Client Support Specialist, Weekend Full-Time",
Client-Facing Learning and Development Consultant,"communication, flexibility, innovation, interpersonal, organization, presentation"
Clinical Data Coder/Specialist-Temp,"collaboration, communication, flexibility, leadership, networking, organization, testing"
Clinical Marketing Manager,"communication, problem-solving"
Clinical Operations Manager,"collaboration, communication, flexibility, innovation, interpersonal, problem-solving, sql"
Clinical Solutions Client Partner - Clinical CoE (1139),"innovation, leadership"
Clinical Training and Quality Specialist,leadership
Cloud / .NET Developer,
Cloud Architect,"agile, automation, collaboration, communication, innovation, networking, presentation, programming, scripting, sql, teamwork"
Cloud Automation Engineer,"collaboration, containerization, devops, microservices, networking, nosql, problem-solving"
Cloud DevOps Engineer,"agile, automation, collaboration, communication, devops, docker, microservices, problem-solving, python, scripting, sql, terraform"
Cloud DevOps Security Engineer,"automation, communication, cybersecurity, devops, innovation, problem-solving, testing"
Cloud Engineer,"adaptability, agile, ansible, automation, collaboration, communication, devops, javascript, leadership, organization, problem-solving, programming, scripting, spring, sql, terraform"
Cloud Engineer - TS/SCI CI Poly,"networking, problem-solving, scripting"
Cloud Infrastructure Engineer,"automation, collaboration, communication, devops, jenkins, problem-solving, terraform"
Cloud Infrastructure Engineer (Data),"automation, collaboration, communication, containerization, docker, go, kubernetes, problem-solving"
Cloud Network Engineer,"automation, communication, devops, encryption, express, interpersonal, networking, python"
Cloud Operations Engineer,"agile, automation, collaboration, devops, scripting, terraform"
Cloud QA Intern,"algorithms, automation, programming, python, pytorch, tensorflow, testing, writing"
Cloud Security Analyst,"docker, python"
Cloud Security Architect-24-00396,"agile, collaboration, communication, devops, kubernetes, planning"
Cloud Security Engineer Intern,"communication, problem-solving, testing"
Cloud Security Lead,"automation, kubernetes, organization"
Cloud Security Operations Developer,"automation, devops, motivation, presentation, python, writing"
Cloud Software Engineer,"agile, communication, interpersonal, java, nosql, problem-solving, programming, spring, sql, teamwork, testing, writing"
Cloud Solution Architect- Azure Infrastructure - CTJ,"collaboration, flexibility, leadership, organization"
Cloud and Datacenter Administrator,"automation, planning"
Co-Founder,
CoE Support Engineer,"communication, interpersonal, sql"
Cobol Developer,"programming, testing"
Cobra Specialist - Bilingual (Spanish\/English),"communication, listening, organization, problem-solving"
"CollaborateMD - Customer Service and Support Associate (Remote, US)","communication, flexibility, go, innovation, leadership, listening"
Collaboration Engineer,"collaboration, communication, hardware, interpersonal, organization, virtualization"
Colleague Support Engineer,
Collections Specialist,"negotiation, networking"
Collective Joint Training Deputy Technical Branch Lead,"communication, leadership, planning"
Columbia University MATLAB Student Ambassador,"communication, hardware, interpersonal"
Commercial Account Executive,"collaboration, communication, innovation, negotiation, presentation"
Commercial BDR Manager,"leadership, sql"
Commercial Counsel,"communication, innovation"
Comms and PR Lead,"communication, leadership"
Communications Manager,"communication, organization, presentation, resilience, testing, writing"
Communications Specialist,"collaboration, communication, decision-making, initiative, interpersonal, leadership, organization"
"Community Manager - Salt Lake City, UT","collaboration, communication, planning"
Compensation & Benefits Analyst,"communication, interpersonal"
Compensation Analyst II,"collaboration, interpersonal, leadership, organization, presentation, writing"
Compliance Intern,"communication, interpersonal, problem-solving"
Compliance Quality Control Analyst,"blockchain, go, sql, writing"
Compliance Specialist,"blockchain, collaboration, communication, go, organization"
Compliance Technical Program Manager II,"organization, writing"
Component Engineer - Interconnect,"communication, hardware, innovation, leadership, organization, presentation, teamwork, testing"
Compute Platform - Virtualization Android Development Engineer,"agile, algorithms, c++, collaboration, communication, devops, leadership, python, teamwork, virtualization"
Computer User Support Specialist Intermediate,"communication, cybersecurity, hardware, organization, problem-solving"
Concrete Additive Construction Technician,"collaboration, creativity, flexibility, hardware, initiative, innovation, teamwork, testing"
Construction Estimator for a Growing Company - Construction,communication
Construction Superintendent [5527],
Consulting Engineer - Java,collaboration
Consulting Project Management - Operations Manager - CTJ,"collaboration, flexibility, organization, planning"
Consulting Solutions Executive,"communication, interpersonal, leadership"
Container Platform Reliability Engineer,"agile, automation, communication, kubernetes, organization, problem-solving"
Content Designer,
Content Editor,"flexibility, writing"
Content Marketer and Copywriter Associate,"innovation, writing"
Content Marketing Manager,"agile, communication, initiative, interpersonal, leadership, planning, problem-solving, writing"
Content Marketing Manager - Remote,"collaboration, communication, creativity, leadership, listening, planning, writing"
Content Production Specialist,
Content SEO Specialist,"communication, leadership, teamwork, writing"
Content Specialist – (Customer Experience),writing
Continuous Improvements Logistics Analyst,"automation, communication, creativity, decision-making, innovation, organization, python, sql"
Contract - Senior RF Engr,"communication, hardware, innovation, planning"
Contract Accountant // 9 Month Duration,
Contract Administrator,writing
Contract Business Systems Data Analyst (Treasury focus),"communication, decision-making, interpersonal, sql"
Contract Manager,"communication, organization"
Contract UAV Pilots,"communication, decision-making, innovation, planning, problem-solving, teamwork"
Contracts Administrator,interpersonal
Contracts Administrator (US Remote),"communication, interpersonal, negotiation, organization"
Contracts Analyst,"collaboration, flexibility, go, interpersonal"
"Control Systems Engineer Manager - Tracy, CA","automation, hardware, programming"
"Control Systems Lead - Appling, GA",leadership
"Control Systems Technician - Goodyear, AZ","leadership, programming"
Controller,"communication, interpersonal, organization"
Controls Engineer,", automation, communication, go, problem-solving, programming, teamwork"
"Coordinator, Events",communication
Copy of Machinist/Programmer,"communication, problem-solving, programming, teamwork"
Copywriter,"flexibility, writing"
Corporate Compliance Officer,"automation, python, sql, testing"
Corporate Controller,"communication, go, innovation, problem-solving"
Corporate Counsel,"communication, flexibility, interpersonal, negotiation, teamwork, writing"
Corporate Functions Human Resources Senior Business Manager,"communication, leadership, listening, organization, planning"
Corporate Lawyer,
Corporate Paralegal,"communication, hardware"
Corporate Paralegal (remote),flexibility
Corporate Real Estate Manager,"adaptability, negotiation, planning, teamwork"
Corporate Recruiter,communication
