industry_name,job_id,title,skills
Defense and Space Manufacturing,3904728029,NGTS VTTC Software Engineer Developer Jr. - 18702,"programming, c++, programming, python, programming, programming, python, c++, collaboration, creativity"
IT Services and IT Consulting,3902871039,Database Software Engineer,"communication, sql, sql, writing"
Insurance,3906255137,Software Engineer I (.Net full stack),"innovation, organization, javascript, negotiation, debugging, communication, leadership"
"Technology, Information and Media",3906259133,Embedded Software Engineer,"hardware, ruby, javascript"
Motor Vehicle Manufacturing,3906254609,Senior Security Software Engineer,"collaboration, organization, programming, programming, java, testing, problem-solving, communication, interpersonal, organization"
Motor Vehicle Manufacturing,3906257195,Full Stack Software Engineer - API Platform,"microservices, testing, programming, programming, sql, nosql, agile, programming, problem-solving, communication, teamwork, interpersonal"
Motor Vehicle Manufacturing,3906253682,Senior Software Engineer-GCP,"spring, planning, agile, agile, planning, problem-solving, communication, teamwork"
IT Services and IT Consulting,3906255392,Salesforce Software Engineer,"programming, jenkins, programming, jenkins, devops, organization"
IT Services and IT Consulting,3906259194,Software Engineer BIDM,"sql, sql, sql, sql, sql, sql, sql, python, react, agile"
IT Services and IT Consulting,3906258335,Software Engineer 3,"organization, agile, communication, organization"
Semiconductor Manufacturing,3902872499,Dataplane Software Engineer (SASE),"virtualization, debugging, programming, writing, programming, python, scripting, networking"
Information Services,3906258197,Senior Product Software Engineer | C# | Azure,"agile, agile, flexibility, automation, programming, c#, sql, agile, agile"
Computer and Network Security,3906253900,"Senior Software Engineer, PHP","cybersecurity, php, agile, laravel, php, php, programming, laravel, php, writing, agile"
Financial Services,3904728440,Software Engineer,"devops, sql, communication, devops, sql, devops, problem-solving"
Software Development,3902873024,Software Engineer - Avionics,"communication, initiative, interpersonal, teamwork, testing, innovation, teamwork"
"Technology, Information and Internet",3902868766,Software Engineer II- Cloud Infrastructure,"agile, programming, decision-making, spring, kubernetes, automation, python"
"Technology, Information and Internet",3902877492,Android Kotlin Lead Software Engineer,"agile, java, agile, agile, testing"
Software Development,3902879440,Software Engineer,organization
